,Latinsk navn,Norsk navn,Antall,Input,taxonID,scientificNameID,scientificName,scientificNameAuthorship,taxonRank,acceptedNameUsageID,acceptedNameUsage,Artsgruppe,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,higherClassification,vernacularName (nb),vernacularName (nn),dynamicProperty,gbif_id
10,Agrimonia eupatoria,åkermåne,4,Agrimonia eupatoria,63177,103217,Agrimonia eupatoria,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Agrimonia,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Agrimonia,åkermåne,åkermåne,,3001956
11,Agrostis canina,hundekvein,6,Agrostis canina,130089,99866,Agrostis canina,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Agrostis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Agrostis,hundekvein,hundekvein,,2706465
12,Agrostis capillaris,engkvein,36,Agrostis capillaris,130092,99867,Agrostis capillaris,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Agrostis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Agrostis,engkvein,engkvein,,2706490
13,Agrostis mertensii,fjellkvein,7,Agrostis mertensii,130111,99869,Agrostis mertensii,Trin.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Agrostis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Agrostis,fjellkvein,fjellkvein,,2706518
14,Agrostis stolonifera,krypkvein,11,Agrostis stolonifera,144917,99871,Agrostis stolonifera,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Agrostis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Agrostis,krypkvein,krypkvein,,2706435
15,Agrostis vinealis,bergkvein,1,Agrostis vinealis,130129,99874,Agrostis vinealis,Schreb.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Agrostis,,,,Plantae Magnoliophyta Monocots Poales Poaceae Agrostis,bergkvein,bergkvein,,2706458
16,Aira praecox,dvergsmyle,2,Aira praecox,130135,99877,Aira praecox,L.,species,,,Karplanter,Plantae,Magnoliophyta,Monocots,Poales,Poaceae,Aira,,,,Plantae Magnoliophyta Monocots Poales Poaceae Aira,dvergsmyle,dvergsmyle,,5289582
17,Ajuga pyramidalis,jonsokkoll,2,Ajuga pyramidalis,62233,102273,Ajuga pyramidalis,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Lamiales,Lamiaceae,Ajuga,,,,Plantae Magnoliophyta Eudicots Lamiales Lamiaceae Ajuga,jonsokkoll,jonsokkoll,,8429926
18,Alchemilla,marikåper,1,Alchemilla,63179,103219,Alchemilla,L.,genus,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae,marikåpeslekta,marikåpeslekta,,3027437
19,Alchemilla alpina,fjellmarikåpe,16,Alchemilla alpina,63181,103221,Alchemilla alpina,L.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Alchemilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Alchemilla,fjellmarikåpe,fjellmarikåpe,,3027648
20,Alchemilla filicaulis,grannmarikåpe,1,Alchemilla filicaulis,130152,103225,Alchemilla filicaulis,Buser,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Alchemilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Alchemilla,grannmarikåpe,grannmarikåpe,,3027485
21,Alchemilla glabra,glattmarikåpe,17,Alchemilla glabra,130155,103228,Alchemilla glabra,Neygenf.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Alchemilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Alchemilla,glattmarikåpe,glattmarikåpe,,3027640
22,Alchemilla glaucescens,fløyelsmarikåpe,5,Alchemilla glaucescens,130159,103229,Alchemilla glaucescens,Wallr.,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Alchemilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Alchemilla,fløyelsmarikåpe,fløyelsmarikåpe,,3027452
23,Alchemilla glomerulans,kildemarikåpe,12,Alchemilla glomerulans,130160,103230,Alchemilla glomerulans,Buser,species,,,Karplanter,Plantae,Magnoliophyta,Eudicots,Rosales,Rosaceae,Alchemilla,,,,Plantae Magnoliophyta Eudicots Rosales Rosaceae Alchemilla,kildemarikåpe,kjeldemarikåpe,,3028402
